[meta] uuid,[meta] weight,[dem] country_code,[dem] age,[dem] gender,[dem] education_level,[dem] degree_of_urbanisation,[dem] residency,[dem] household_size,[dem] immigration,[dem] origin,[dem] settlement_size,[dem] hometown,[dem] ethnic_background,[dem] religion,[dem] employment_status,[dem] employment_status_in_education,[dem] work_type_routine,[dem] work_type_manual,[dem] lgbtq,[dem] income_net_monthly,[dem] disposable_income,[dem] household_finances_past12months,[dem] financial_security,[dem] change_household_finances_next12months,[dem] job_security,[dem] status_national_economy,[dem] change_economy_country_past12months,[dem] economy_country_next12months,[aud] social_networks_regularly_used,[aud] social_media_activity_rank,[aud] online_sharing_frequency,[aud] sharing_network_size,[aud] member_organization,[aud] organization_activities_timeperweek,[aud] media_tv_hours,[aud] media_radio_hours,[aud] media_print_hours,[question] opinion_eu,[question] opinion_government,[question] political_view,[question] likelihood_to_demonstrate,[question] vote_referendum,[question] frequency_of_voting,[question] vote_next_national_election,[question] ranking_party_de,[question] voted_party_last_election_de,[question] ranking_party_fr,[question] voted_party_last_election_fr,[question] ranking_party_es,[question] voted_party_last_election_es,[question] ranking_party_pl,[question] voted_party_last_election_pl,[question] ranking_party_it,[question] voted_party_last_election_it,[question] ranking_party_gb,[question] voted_party_last_election_gb,[question] when_vote_decision_was_made,[question] vote_nextelection_de,[question] vote_nextelection_fr,[question] vote_nextelection_es,[question] vote_nextelection_pl,[question] vote_nextelection_it,[question] vote_nextelection_gb,[question] certainty_party_to_vote,[question] friends_family_same_vote,[question] important_issues_when_voting,[question] ranking_importance_of_issues_when_voting,[question] preferred_type_of_political_leader,[question] frequent_sharing_of_politicalviews,[question] independence_or_respect,[question] obedience_or_selfreliance,[question] consideration_or_good_behaviour,[question] curiosity_or_good_manners,[question] democracy_own_country_satisfaction,[question] next_generation_opportunities,[question] currentplace_change_past5years,[question] hometown_change_past5years,[question] country_direction_past5years,[question] financial_situation_change_past5years,[question] international_trade_gain_or_loss,[question] country_comes_first,[question] improving_life_by_hardwork,[question] conspiracy,[question] government_controlled_by_elite,[question] trust_in_own_judgment,[question] perceived_effect_of_diversity,[question] gender_discrimination_importance,[question] family_friends_highereducation,[question] worldview
05e58f10-9e11-0134-65e4-0aaafcbd6b1f,0.2422056825,GB,26,2,3,2,1,4,1,10 | 6,4,1,2 | 1,3,1,,1,1,1,5,1,3,1,3,1,2,3,1,4 | 1 | 6 | 13 | 3,2 | 1 | 3 | 4 | 5,2,4,4,4,5,2,5,1,2,3,2,1,1,1,,,,,,,,,,,2 | 1 | 4 | 6 | 3 | 5,2,1,,,,,,4,1,3,5 | 9 | 11,11 | 5 | 9,5 | 4 | 1 | 3 | 6 | 2,2,2,3,1,3,2,1,4,3,2,4,3,1,2,1,3,4,1,2,2,1
4d3fc8e0-9e11-0134-4450-0aaafcbd6b1f,1.727819335,GB,17,1,3,1,1,4,2,3,6,1,1,4,3,,1,2,3,3,3,2,1,2,1,4,2,1,16,,,,2 | 1 | 3 | 4,1,3,2,1,3,4,1,2,2,1,1,,,,,,,,,,,5 | 2 | 3 | 4 | 1 | 6,4,2,,,,,,5,1,2,1 | 5 | 6 | 12,12 | 6 | 1 | 5,1 | 2 | 3 | 6 | 4 | 5,2,1,2,1,1,1,2,3,1,3,4,3,2,1,3,2,1,3,1,2,1
802e7be0-9e11-0134-5a0d-0a62e1402143,0.6134614176,GB,30,2,1,1,1,2,5,,4,1,1,8,1,,2,2,2,13,4,3,1,3,1,4,5,4,6 | 4,1 | 2 | 5 | 3 | 4,5,2,5,,6,7,1,1,1,4,2,1,2,3,,,,,,,,,,,4 | 6 | 5 | 2 | 3 | 1,9,,,,,,,1,2,3,12 | 10 | 6,6 | 10 | 12,2 | 1 | 3 | 5 | 6 | 4,3,1,1,1,2,1,2,5,2,4,5,3,3,3,3,2,2,4,3,3,1
829b6f20-9e11-0134-5a22-0a62e1402143,0.4520009163,GB,17,1,3,2,1,4,4,,1,1,1,1,6,2,1,1,2,10,4,2,2,3,2,3,3,3,4 | 3 | 13 | 1,4 | 5 | 2 | 3 | 1,2,2,5,,7,4,1,2,3,3,3,3,3,2,,,,,,,,,,,2 | 1 | 5 | 6 | 4 | 3,9,,,,,,,5,2,5,3 | 4 | 8,8 | 3 | 4,3 | 4 | 2 | 5 | 1 | 6,4,1,1,2,1,2,4,2,2,2,2,4,2,1,3,2,3,3,2,4,1
9973f220-9e12-0134-b398-0aaafcbd6b1f,1.325751696,GB,40,1,5,1,1,4,1,3,4,2,1,2,10,,5,5,2,13,6,6,5,6,5,6,6,6,3 | 1 | 9 | 6 | 13,1 | 4 | 5 | 3 | 2,1,3,5,,8,2,2,5,4,3,4,3,6,5,,,,,,,,,,,1 | 6 | 2 | 3 | 5 | 4,9,,,,,,,6,4,5,1 | 2 | 3 | 4 | 6,1 | 2 | 3 | 4 | 6,6 | 5 | 3 | 2 | 1 | 4,1,3,3,3,3,4,5,6,,5,5,5,1,1,1,1,1,1,1,1,1
430a6a70-9e13-0134-c750-0aaafcbd6b1f,0.3468192358,GB,42,1,5,2,1,5,4,,1,1,6,8,1,,1,2,2,13,5,6,5,6,5,2,3,3,3 | 13 | 4,4 | 3 | 1 | 5 | 2,2,4,1,2,3,2,1,1,2,4,4,2,2,1,,,,,,,,,,,2 | 1 | 5 | 3 | 4 | 6,2,2,,,,,,2,1,2,16,,5 | 6 | 2 | 1 | 4 | 3,1,1,3,1,2,1,2,3,1,2,1,4,1,3,4,4,3,2,2,2,1
6ea84ad0-9e13-0134-a0ce-0a62e1402143,0.5109802411,GB,17,1,2,1,1,3,5,,4,1,1,8,6,3,5,5,2,13,3,2,1,6,1,3,1,3,3 | 2 | 9 | 13 | 4,4 | 1 | 3 | 2 | 5,5,2,1,2,6,2,1,4,4,3,5,2,3,5,,,,,,,,,,,1 | 2 | 6 | 4 | 5 | 3,1,5,,,,,,1,1,1,1 | 6,1 | 6,6 | 2 | 4 | 5 | 3 | 1,1,1,2,2,2,3,1,6,4,1,4,2,3,2,4,3,5,2,3,3,1
7ba9fb10-9e13-0134-d713-0a62e1402143,1.434777627,GB,17,1,4,1,1,4,2,1,4,1,1,1,6,3,5,5,3,8,6,3,1,3,2,4,5,2,3 | 4 | 13 | 1 | 6,4 | 1 | 3 | 5 | 2,5,2,1 | 4,3,7,2,1,2,3,4,4,3,2,2,,,,,,,,,,,4 | 1 | 3 | 2 | 5 | 6,4,1,,,,,,4,3,4,6 | 3 | 12,6 | 3 | 12,5 | 6 | 4 | 2 | 3 | 1,5,1,2,2,2,1,4,3,3,4,2,2,2,1,5,3,2,2,3,2,1
86030b60-9e13-0134-bfb9-0a62e1402143,1.727819335,GB,22,1,3,1,1,3,4,,2,1,1,4,3,,2,3,2,2,1,1,1,2,3,4,1,3,13,4 | 1 | 5 | 3 | 2,6,,3,1,6,1,1,5,4,1,2,1,2,1,,,,,,,,,,,4 | 2 | 5 | 1 | 6 | 3,5,4,,,,,,1,3,5,4,4,5 | 3 | 4 | 6 | 2 | 1,1,2,1,2,2,1,2,2,4,4,5,2,2,1,1,2,2,4,2,3,1
adbc8080-9e13-0134-ca62-0aaafcbd6b1f,0.5109802411,GB,19,1,2,1,1,5,1,2,8,2,1,2,4,,5,5,2,12,4,1,2,2,5,5,5,2,9 | 2 | 3 | 4 | 13,1 | 5 | 2 | 4 | 3,1,1,5,,8,3,1,2,3,4,4,2,4,3,,,,,,,,,,,4 | 2 | 5 | 3 | 1 | 6,1,2,,,,,,5,2,2,3 | 4 | 5 | 12,12 | 4 | 3 | 5,4 | 3 | 2 | 1 | 6 | 5,4,1,1,2,2,2,1,3,,4,2,4,2,1,3,2,3,3,2,5,1
1e17bbc0-9e14-0134-cdaf-0aaafcbd6b1f,1.727819335,GB,19,1,3,1,1,5,4,,3,1,1,8,9,,3,2,2,6,4,2,1,1,2,2,2,2,1 | 4 | 2 | 13,4 | 5 | 1 | 2 | 3,5,7,5,,2,4,1,5,4,4,3,1,1,1,,,,,,,,,,,6 | 1 | 4 | 2 | 5 | 3,8,,,,,,,6,3,3,3,3,4 | 1 | 3 | 6 | 5 | 2,3,2,2,1,1,3,2,4,4,4,2,3,2,1,5,2,1,4,4,3,2
2b030f10-9e14-0134-ce03-0aaafcbd6b1f,0.1336734302,GB,15,1,2,2,1,5,2,3,3,1,2,3,6,3,5,5,2,13,2,2,2,3,2,6,6,6,13 | 3 | 2 | 9 | 4,5 | 4 | 1 | 2 | 3,1,2,1,4,2,1,1,3,3,3,3,3,6,5,,,,,,,,,,,2 | 1 | 3 | 4 | 5 | 6,9,,,,,,,8,,,3 | 14 | 12 | 11,3 | 12 | 11 | 14,1 | 5 | 4 | 3 | 2 | 6,3,2,1,3,3,2,2,3,2,3,1,4,3,3,3,3,3,3,1,4,1
787f1450-9e14-0134-6d4b-0aaafcbd6b1f,0.4520009163,GB,16,1,3,2,1,4,4,,1,1,1,8,3,,5,5,2,13,6,2,5,6,1,2,2,2,15,4 | 5 | 1 | 2 | 3,6,,5,,1,1,1,1,2,2,4,3,6,5,,,,,,,,,,,6 | 2 | 4 | 3 | 5 | 1,8,,,,,,,6,2,2,4 | 5 | 6 | 7 | 8,6 | 4 | 5 | 7 | 8,5 | 1 | 6 | 3 | 2 | 4,5,3,3,2,2,2,2,2,2,4,2,2,2,2,3,3,3,3,2,2,1
cce502f0-9e14-0134-9537-0a62e1402143,0.1604416208,GB,29,1,2,2,1,4,4,,3,1,1,1,9,,1,1,2,13,3,2,2,1,1,6,6,4,13 | 2 | 6 | 5 | 1 | 3 | 4,2 | 3 | 4 | 1 | 5,1,4,1,3,4,8,1,3,4,4,4,2,2,2,,,,,,,,,,,3 | 5 | 2 | 6 | 4 | 1,3,4,,,,,,3,1,2,16,,4 | 1 | 3 | 2 | 6 | 5,5,2,1,1,2,2,3,5,4,2,1,3,4,1,1,1,1,3,1,3,1
0a116940-9e15-0134-2fc3-0aaafcbd6b1f,0.4520009163,GB,21,1,3,2,1,4,4,,4,1,6 | 1,8,10,,5,5,2,13,2,6,2,2,2,2,3,3,4 | 13 | 2 | 1 | 6 | 3,1 | 4 | 5 | 3 | 2,3,1,1 | 4,3,2,2,2,1,1,1,2,3,2,2,,,,,,,,,,,4 | 5 | 2 | 3 | 1 | 6,4,2,,,,,,8,,,15,,3 | 4 | 1 | 2 | 6 | 5,2,1,1,1,2,2,2,3,2,3,4,2,2,3,4,2,3,2,2,2,1
138832e0-9e15-0134-3006-0aaafcbd6b1f,1.466513801,GB,46,1,2,1,1,5,4,,3,1,5,8,1,,2,2,2,2,2,1,1,1,1,2,1,1,3 | 6,4 | 1 | 5 | 3 | 2,1,1,5,,4,2,1,5,4,5,2,2,3,1,,,,,,,,,,,3 | 2 | 1 | 6 | 4 | 5,3,1,,,,,,3,1,1,7,7,6 | 2 | 4 | 5 | 1 | 3,2,2,2,2,2,4,1,3,2,5,5,4,1,1,4,3,5,4,3,4,2
a9eaa540-9e15-0134-286e-0a62e1402143,0.4357840365,GB,48,1,4,2,1,4,4,,3,1,1,8,1,,4,3,2,12,4,4,3,2,2,3,3,2,13 | 1 | 3,2 | 4 | 5 | 3 | 1,1,2,4,3,6,4,2,2,3,3,4,2,1,1,,,,,,,,,,,2 | 4 | 6 | 1 | 5 | 3,2,3,,,,,,2,2,2,2 | 4 | 5 | 8 | 12,4 | 8 | 2 | 5 | 12,5 | 6 | 1 | 2 | 3 | 4,2,1,2,1,1,2,2,3,3,3,4,1,4,1,5,2,2,2,1,3,2
e5f2f4a0-9e15-0134-2a43-0a62e1402143,1.325751696,GB,65,1,5,1,1,5,5,,5,2,1,8,10,,2,3,2,13,6,6,5,6,5,6,6,6,5,4 | 3 | 2 | 5 | 1,5,3,5,,4,3,2,2,5,5,5,3,6,5,,,,,,,,,,,2 | 3 | 5 | 4 | 6 | 1,9,,,,,,,2,2,2,16,,2 | 5 | 3 | 6 | 1 | 4,3,3,3,3,3,4,3,6,,4,3,3,5,5,5,5,5,2,1,4,2
5b231c20-9e16-0134-2de7-0a62e1402143,0.1336734302,GB,19,1,2,2,1,3,1,12,2,1,1,8,6,3,4,3,3,13,6,3,5,6,5,2,2,3,13 | 3,1 | 2 | 5 | 3 | 4,4,1,1 | 4,2,3,2,2,2,2,3,3,3,5,2,,,,,,,,,,,2 | 6 | 1 | 3 | 4 | 5,6,1,,,,,,4,2,2,3 | 4 | 8 | 14,8 | 4 | 3 | 14,4 | 1 | 2 | 5 | 6 | 3,1,3,2,1,3,2,3,3,2,2,3,3,3,2,5,3,1,2,3,4,2
e0abd030-9e16-0134-cfc9-0aaafcbd6b1f,1.142852444,GB,19,2,3,1,1,4,4,,6,1,1,8,6,2,5,5,1,2,1,2,3,2,5,4,4,6,4 | 13 | 14,4 | 3 | 5 | 1 | 2,3,1,5,,5,2,1,2,4,1,3,2,1,1,,,,,,,,,,,2 | 5 | 4 | 3 | 1 | 6,2,2,,,,,,2,1,2,1 | 7 | 9 | 11 | 12,1 | 11 | 9 | 7 | 12,3 | 6 | 4 | 1 | 5 | 2,4,1,2,1,2,2,2,4,4,3,4,1,3,2,2,1,3,1,1,4,2
f8beafa0-9e16-0134-29d2-0aaafcbd6b1f,0.1604416208,GB,30,1,2,2,1,5,5,,3,2,1,8,3,,1,2,2,4,2,4,3,2,5,4,4,4,13 | 1 | 6,4 | 2 | 1 | 3 | 5,5,1,5,,4,1,2,3,4,3,4,2,4,1,,,,,,,,,,,1 | 2 | 6 | 4 | 3 | 5,2,4,,,,,,1,2,2,3 | 5 | 6 | 7 | 12,5 | 12 | 3 | 6 | 7,4 | 2 | 3 | 1 | 6 | 5,4,1,1,1,2,3,4,4,,2,4,4,1,2,2,1,1,3,2,4,1
1a4cd360-9e17-0134-5be7-0a62e1402143,0.2422056825,GB,26,2,3,2,1,4,4,,3,1,1,8,1,,2,2,2,8,3,3,2,3,1,4,4,3,6,4 | 2 | 5 | 1 | 3,4,4,1,2,8,2,1,4,3,3,4,1,1,1,,,,,,,,,,,6 | 2 | 5 | 1 | 4 | 3,6,3,,,,,,6,2,3,1 | 5 | 8 | 7 | 12,8 | 1 | 12 | 7 | 5,1 | 4 | 3 | 5 | 2 | 6,3,2,2,1,2,3,4,3,4,2,3,2,1,4,2,1,4,2,2,4,1
63cc65f0-9e17-0134-b280-0a62e1402143,0.5109802411,GB,14,1,2,1,1,3,4,,3,1,1,7,6,3,5,5,2,5,3,3,2,6,5,6,6,6,13 | 6 | 3,4 | 1 | 5 | 3 | 2,3,1,3,3,4,2,2,3,3,3,4,3,6,5,,,,,,,,,,,3 | 4 | 6 | 2 | 1 | 5,9,,,,,,,5,4,5,3,3,5 | 1 | 3 | 4 | 2 | 6,5,1,3,1,2,3,4,5,4,5,1,5,4,4,3,2,5,4,3,3,1
ed982ae0-9e17-0134-54a0-0aaafcbd6b1f,0.1336734302,GB,14,1,2,2,1,2,4,,3,1,1,4,6,3,5,5,2,13,3,6,2,6,2,2,6,2,13 | 4 | 1 | 2 | 3,4 | 1 | 2 | 5 | 3,5,2,1,5,4,2,1,1,1,6,4,3,6,1,,,,,,,,,,,1 | 4 | 2 | 3 | 6 | 5,8,,,,,,,1,1,3,15,,1 | 2 | 6 | 3 | 5 | 4,2,2,2,1,2,2,1,6,2,4,3,3,3,2,3,5,3,1,3,5,2
f10f8280-9e17-0134-e51d-0a62e1402143,0.1604827063,GB,36,2,2,2,1,3,1,1,5,2,1,1,2,,1,1,2,2,2,4,4,2,3,3,2,1,1 | 2 | 13,4 | 1 | 3 | 5 | 2,2,1,5,,8,2,3,3,2,4,3,3,2,1,,,,,,,,,,,2 | 4 | 6 | 1 | 5 | 3,2,3,,,,,,2,1,5,15,,6 | 3 | 2 | 4 | 5 | 1,4,1,3,2,2,2,1,5,,4,4,3,3,1,1,2,4,3,1,7,1
f50be1f0-9e17-0134-e535-0a62e1402143,0.5109802411,GB,16,1,2,1,1,3,4,,3,1,1,8,4,,5,5,2,13,6,6,5,6,5,5,6,6,13 | 8,2 | 4 | 3 | 1 | 5,3,2,5,,1,1,1,1,3,4,4,3,5,5,,,,,,,,,,,5 | 1 | 4 | 6 | 3 | 2,9,,,,,,,7,4,5,16,,5 | 3 | 6 | 1 | 2 | 4,5,3,3,1,2,1,5,2,1,3,1,1,1,1,1,1,1,1,1,1,1
3ef6ddd0-9e18-0134-572a-0aaafcbd6b1f,0.2360515503,GB,15,1,5,2,1,3,4,,3,1,1,8,3,,5,5,2,13,6,2,5,6,5,2,6,6,6 | 4 | 3 | 1 | 13 | 9,4 | 1 | 2 | 3 | 5,3,2,4,2,2,2,1,2,3,2,4,2,4,2,,,,,,,,,,,2 | 5 | 3 | 6 | 1 | 4,9,,,,,,,8,,,16,,5 | 6 | 4 | 3 | 2 | 1,2,3,3,3,3,4,2,6,6,2,4,1,3,3,3,3,3,3,2,3,2
6c9cc360-9e18-0134-2cb5-0a62e1402143,0.5109802411,GB,14,1,2,1,1,4,5,,5,1,3,7,6,3,5,5,2,13,6,6,5,6,5,6,6,6,4 | 1 | 3 | 9,4 | 1 | 2 | 3 | 5,5,2,5,,4,2,1,3,2,4,5,3,6,5,,,,,,,,,,,1 | 2 | 4 | 5 | 3 | 6,9,,,,,,,8,,,16,,6 | 4 | 2 | 3 | 1 | 5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,1
85bc2650-9e18-0134-2d9a-0a62e1402143,0.5109802411,GB,22,1,2,1,1,5,4,,8,1,3,3,1,,2,3,2,7,3,3,2,4,2,4,4,5,3 | 4 | 9 | 13,2 | 4 | 3 | 5 | 1,3,3,1,4,6,1,2,2,2,3,4,2,2,1,,,,,,,,,,,2 | 1 | 4 | 5 | 3 | 6,2,2,,,,,,2,2,2,4 | 6,4 | 6,4 | 3 | 1 | 2 | 6 | 5,4,1,1,1,2,2,4,4,4,2,3,2,4,2,3,4,3,2,2,2,2
8711cf90-9e18-0134-2dba-0a62e1402143,0.5109802411,GB,15,1,2,1,1,5,4,,3,1,1,1,6,3,5,5,2,13,3,3,1,3,5,3,3,1,6 | 3 | 2 | 13 | 1 | 4 | 9,4 | 3 | 2 | 1 | 5,4,2,3 | 1,2,6,3,2,2,3,2,4,3,6,5,,,,,,,,,,,6 | 1 | 2 | 5 | 4 | 3,9,,,,,,,1,4,3,4 | 5,5 | 4,3 | 2 | 5 | 4 | 6 | 1,1,3,2,2,3,3,2,5,3,5,2,2,2,2,4,3,5,2,2,4,1
9563ad50-9e18-0134-2e1b-0a62e1402143,1.142852444,GB,18,2,3,1,1,3,2,1 | 2,4,1,1,7,6,3,3,3,2,5,4,4,3,2,2,5,4,5,4 | 13 | 1 | 3,3 | 2 | 1 | 4 | 5,1,2,3,4,5,2,1,1,2,3,3,2,6,1,,,,,,,,,,,2 | 5 | 4 | 3 | 1 | 6,8,,,,,,,2,2,2,2 | 6 | 7 | 11 | 12,2 | 12 | 7 | 6 | 11,4 | 3 | 5 | 2 | 6 | 1,3,2,1,1,1,3,4,2,2,1,4,1,3,1,1,2,2,2,3,2,2
aaf31390-9e18-0134-5a53-0aaafcbd6b1f,0.1571980087,GB,27,1,5,2,1,4,4,,1,1,6,8,10,,1,1,2,13,6,2,5,2,5,6,4,2,6 | 13 | 3 | 4,4 | 2 | 3 | 1 | 5,2,1,1,2,2,1,1,3,3,6,4,3,4,3,,,,,,,,,,,6 | 5 | 1 | 4 | 2 | 3,6,3,,,,,,8,,,1 | 2,2 | 1,4 | 3 | 5 | 2 | 1 | 6,2,2,2,2,2,1,2,1,1,1,1,1,3,3,3,3,3,3,3,3,2
c2f86d30-9e19-0134-f34f-0a62e1402143,0.5109802411,GB,20,1,2,1,1,2,4,,3,1,1,8,3,,2,2,2,13,6,6,5,6,3,6,2,6,4,4 | 2 | 5 | 1 | 3,6,,5,,1,1,1,1,1,1,4,3,5,3,,,,,,,,,,,6 | 2 | 1 | 4 | 5 | 3,9,,,,,,,8,,,16,,2 | 1 | 5 | 4 | 3 | 6,5,1,2,1,2,3,2,2,2,4,2,3,2,2,3,4,2,2,2,5,2
c521d830-9e19-0134-aa74-0aaafcbd6b1f,0.1604416208,GB,38,1,2,2,1,5,5,,1,2,1,7,1,,2,3,2,13,2,4,5,2,2,2,2,3,1,3 | 4 | 1 | 2 | 5,2,2,2 | 4,2,2,3,2,3,2,4,3,2,4,2,,,,,,,,,,,1 | 6 | 4 | 2 | 3 | 5,2,1,,,,,,2,2,3,4 | 12 | 13 | 5 | 7,4 | 12 | 7 | 13 | 5,2 | 3 | 6 | 4 | 5 | 1,3,3,3,2,2,2,3,2,,5,3,3,2,1,3,3,3,3,2,2,1
ddbc0850-9e19-0134-e4fc-0aaafcbd6b1f,0.9023309864,GB,15,1,5,1,4,,2,1,5,1,1,8,10,,1,4,2,13,6,6,1,6,1,1,3,1,13 | 2 | 3,2 | 4 | 5 | 1 | 3,2,2,5,,6,1,2,1,1,5,5,3,4,3,,,,,,,,,,,1 | 2 | 6 | 5 | 3 | 4,9,,,,,,,8,,,16,,4 | 2 | 6 | 3 | 5 | 1,5,3,3,3,1,3,4,3,3,4,5,3,3,4,3,2,4,3,4,7,1
1608d2e0-9e1a-0134-e6a6-0aaafcbd6b1f,0.4520009163,GB,22,1,3,2,2,5,1,1,5,2,1,8,6,2,2,2,2,2,6,6,5,6,4,6,4,3,13 | 1 | 9 | 4,2 | 3 | 4 | 1 | 5,1,2,5,,8,1,2,2,3,4,3,3,2,3,,,,,,,,,,,5 | 2 | 4 | 3 | 1 | 6,8,,,,,,,8,,,1 | 7 | 8 | 12 | 13,7 | 1 | 12 | 8 | 13,6 | 5 | 4 | 1 | 3 | 2,5,1,2,1,1,4,4,6,,2,4,1,2,2,3,2,3,2,1,5,2
a5490410-9e1a-0134-2c72-0aaafcbd6b1f,2.177730994,GB,41,2,4,1,1,3,4,,3,1,1,1,1,,1,1,2,5,2,2,2,2,1,3,3,4,9 | 6 | 4 | 1,2 | 5 | 3 | 1 | 4,3,2,3 | 1,5,4,3,2,3,4,4,2,2,1,1,,,,,,,,,,,1 | 2 | 6 | 5 | 3 | 4,7,3,,,,,,7,2,1,3 | 4 | 7 | 8 | 5,4 | 7 | 3 | 5 | 8,3 | 1 | 2 | 5 | 4 | 6,3,1,1,2,2,3,3,3,2,3,3,3,3,2,3,2,3,2,1,3,2
c39949c0-9e1a-0134-2d53-0aaafcbd6b1f,2.177730994,GB,44,2,4,1,1,2,5,,3,1,1,4,7,,4,4,2,5,2,5,4,5,5,4,4,4,13 | 1 | 2 | 3,4 | 2 | 3 | 1 | 5,3,2,3,4,7,1,2,3,2,4,4,2,1,1,,,,,,,,,,,1 | 2 | 4 | 6 | 5 | 3,1,5,,,,,,1,1,5,10 | 7 | 6 | 1 | 13,7 | 10 | 13 | 1 | 6,4 | 3 | 1 | 6 | 5 | 2,5,1,2,1,2,4,5,5,5,1,5,3,1,1,1,1,3,5,1,5,1
4d370cc0-9e1b-0134-4f60-0a62e1402143,1.727819335,GB,22,1,3,1,1,2,4,,3,2,1,8,2,,2,2,2,8,3,1,1,3,1,3,4,2,2 | 4 | 3 | 13 | 1,4 | 5 | 1 | 2 | 3,4,1,1,2,6,3,2,2,3,5,2,2,3,2,,,,,,,,,,,3 | 1 | 6 | 2 | 5 | 4,3,3,,,,,,1,2,3,3 | 8 | 14 | 2 | 5,8 | 2 | 5 | 3 | 14,3 | 2 | 6 | 4 | 5 | 1,3,2,1,3,1,2,3,1,,3,3,2,2,4,2,3,3,2,2,3,1
4de36060-9e1b-0134-314b-0aaafcbd6b1f,0.6133043642,GB,28,1,2,1,1,5,5,,7,2,1,8,10,,4,4,2,13,2,2,2,3,5,3,3,3,1 | 13 | 4 | 9,4 | 1 | 2 | 3 | 5,3,1,4,2,5,7,1,5,5,4,3,3,5,3,,,,,,,,,,,6 | 2 | 3 | 5 | 4 | 1,9,,,,,,,8,,,4 | 5 | 8 | 9 | 11,4 | 11 | 8 | 5 | 9,1 | 3 | 2 | 6 | 4 | 5,3,2,1,1,2,4,5,5,,1,3,3,3,3,4,4,3,3,3,3,1
62cc4b80-9e1b-0134-31ef-0aaafcbd6b1f,0.9023309864,GB,21,1,5,1,1,3,4,,2,1,6,8,6,3,5,5,2,13,3,3,1,3,5,2,3,3,9 | 13,1 | 5 | 4 | 3 | 2,5,1,1,2,4,2,1,3,3,3,4,1,4,3,,,,,,,,,,,1 | 2 | 4 | 6 | 3 | 5,9,,,,,,,8,,,12 | 5 | 3 | 1,1 | 12 | 5 | 3,6 | 2 | 3 | 5 | 4 | 1,5,3,2,1,1,2,4,4,3,3,3,3,4,2,3,2,3,4,3,2,2
333d9520-9e1c-0134-3779-0aaafcbd6b1f,1.727819335,GB,18,1,3,1,1,2,4,,3,1,1,1,2,,2,2,2,8,4,1,1,2,1,2,3,4,13 | 9 | 6,2 | 4 | 5 | 1 | 3,2,2,5,,3,2,2,1,2,4,3,1,2,2,,,,,,,,,,,6 | 4 | 3 | 5 | 1 | 2,6,2,,,,,,5,2,2,1 | 3 | 4 | 5 | 6,1 | 3 | 4 | 6 | 5,5 | 4 | 3 | 6 | 2 | 1,2,2,2,2,2,2,2,1,1,4,2,2,3,1,3,4,3,1,3,5,2
6257d870-9e1c-0134-1505-0a62e1402143,1.727819335,GB,21,1,3,1,1,4,5,,3,1,1,8,1,,1,2,2,8,4,2,2,3,2,3,3,3,1 | 3 | 4 | 13,4 | 2 | 1 | 5 | 3,3,2,5,,5,1,1,3,3,3,4,3,5,3,,,,,,,,,,,4 | 2 | 5 | 6 | 1 | 3,9,,,,,,,8,,,7 | 8 | 12,7 | 12 | 8,3 | 2 | 6 | 1 | 5 | 4,5,1,2,1,2,2,3,2,2,3,2,2,4,2,3,3,3,2,1,2,2
415707d0-9e1e-0134-d02f-0a62e1402143,1.434777627,GB,18,1,4,1,1,4,1,11 | 1,4,1,4,2,1,,2,4,3,8,5,2,5,6,3,1,5,1,1 | 2 | 13 | 9 | 3 | 6,5 | 3 | 4 | 2 | 1,4,1,1 | 3,1,8,2,5,1,4,5,5,1,1,2,,,,,,,,,,,5 | 2 | 6 | 4 | 1 | 3,8,,,,,,,1,2,5,4,4,5 | 1 | 4 | 6 | 2 | 3,2,2,2,3,3,2,2,3,2,2,3,5,3,3,5,5,3,3,2,3,1
b5b41bd0-9e1e-0134-8896-0a62e1402143,1.434777627,GB,20,1,4,1,1,5,4,,4,2,1,3,6,1,2,2,2,10,3,6,2,2,2,2,4,2,4 | 1 | 3 | 13 | 2,4 | 5 | 1 | 2 | 3,5,3,3 | 4,4,4,2,2,4,2,5,4,1,1,1,,,,,,,,,,,5 | 1 | 2 | 6 | 4 | 3,9,,,,,,,5,3,3,6 | 12 | 9 | 2 | 1,12 | 6 | 2 | 9 | 1,3 | 5 | 4 | 6 | 1 | 2,3,2,2,1,2,2,4,3,,3,3,1,2,2,2,2,4,1,3,2,1
c6d12230-9e1e-0134-c60e-0aaafcbd6b1f,1.727819335,GB,18,1,3,1,1,4,2,10,3,2,3,3,6,1,2,4,2,13,3,6,2,3,1,3,4,6,13,4 | 2 | 1 | 3 | 5,5,1,5,,1,1,1,2,3,4,4,2,4,1,,,,,,,,,,,5 | 2 | 3 | 4 | 1 | 6,8,,,,,,,2,1,1,6 | 3 | 7 | 11 | 12,7 | 6 | 11 | 12 | 3,6 | 3 | 5 | 4 | 1 | 2,5,1,2,1,1,3,4,3,,3,3,3,5,4,2,3,4,1,2,2,2
