question_id_mapped,question_wording,question_kind,code,value
[question] ranking_importance_of_issues_when_voting,How important are those issues for you?,ranking,14,"Better infrastructure (e.g. roads, sidewalks)"
[question] preferred_type_of_political_leader,What type of political leader would you vote for? Someone who ...?,ranking,1,… speaks his / her mind
[question] preferred_type_of_political_leader,What type of political leader would you vote for? Someone who ...?,ranking,2,… has the right experience
[question] preferred_type_of_political_leader,What type of political leader would you vote for? Someone who ...?,ranking,3,… can bring needed change
[question] preferred_type_of_political_leader,What type of political leader would you vote for? Someone who ...?,ranking,4,… cares about people like me
[question] preferred_type_of_political_leader,What type of political leader would you vote for? Someone who ...?,ranking,5,… focuses on practical solutions
[question] preferred_type_of_political_leader,What type of political leader would you vote for? Someone who ...?,ranking,6,… is close to the people
[question] frequent_sharing_of_politicalviews,"Do you agree or disagree: ""My friends and family would describe me as someone who shares political views frequently""",multiple_sole,1,Strongly agree
[question] frequent_sharing_of_politicalviews,"Do you agree or disagree: ""My friends and family would describe me as someone who shares political views frequently""",multiple_sole,2,Somewhat agree
[question] frequent_sharing_of_politicalviews,"Do you agree or disagree: ""My friends and family would describe me as someone who shares political views frequently""",multiple_sole,3,Neither agree nor disagree
[question] frequent_sharing_of_politicalviews,"Do you agree or disagree: ""My friends and family would describe me as someone who shares political views frequently""",multiple_sole,4,Somewhat disagree
[question] frequent_sharing_of_politicalviews,"Do you agree or disagree: ""My friends and family would describe me as someone who shares political views frequently""",multiple_sole,5,Strongly disagree
