question_id_mapped,question_wording,question_kind,code,value
[question] next_generation_opportunities,Will the next generation in this country have better or worse opportunities than your generation?,multiple_sole,4,Somewhat worse
[question] next_generation_opportunities,Will the next generation in this country have better or worse opportunities than your generation?,multiple_sole,5,Much worse
[question] currentplace_change_past5years,How has the place where you currently live changed over the past 5 years? It is now,multiple_sole,1,Much better
[question] currentplace_change_past5years,How has the place where you currently live changed over the past 5 years? It is now,multiple_sole,2,Somewhat better
[question] currentplace_change_past5years,How has the place where you currently live changed over the past 5 years? It is now,multiple_sole,3,The same
[question] currentplace_change_past5years,How has the place where you currently live changed over the past 5 years? It is now,multiple_sole,4,Somewhat worse
[question] currentplace_change_past5years,How has the place where you currently live changed over the past 5 years? It is now,multiple_sole,5,Much worse
[question] currentplace_change_past5years,How has the place where you currently live changed over the past 5 years? It is now,multiple_sole,6,Don't know enough to say
[question] hometown_change_past5years,How has the place where you grew up changed over the past 5 years? It is now,multiple_sole,1,Much better
[question] hometown_change_past5years,How has the place where you grew up changed over the past 5 years? It is now,multiple_sole,2,Somewhat better
[question] hometown_change_past5years,How has the place where you grew up changed over the past 5 years? It is now,multiple_sole,3,The same
[question] hometown_change_past5years,How has the place where you grew up changed over the past 5 years? It is now,multiple_sole,4,Somewhat worse
[question] hometown_change_past5years,How has the place where you grew up changed over the past 5 years? It is now,multiple_sole,5,Much worse
[question] hometown_change_past5years,How has the place where you grew up changed over the past 5 years? It is now,multiple_sole,6,Don't know enough to say
[question] country_direction_past5years,"Over the past 5 years, has this country gone more in the right or wrong direction? The direction has been",multiple_sole,1,very wrong
[question] country_direction_past5years,"Over the past 5 years, has this country gone more in the right or wrong direction? The direction has been",multiple_sole,2,somewhat wrong
[question] country_direction_past5years,"Over the past 5 years, has this country gone more in the right or wrong direction? The direction has been",multiple_sole,3,neither wrong nor right
[question] country_direction_past5years,"Over the past 5 years, has this country gone more in the right or wrong direction? The direction has been",multiple_sole,4,somewhat right
[question] country_direction_past5years,"Over the past 5 years, has this country gone more in the right or wrong direction? The direction has been",multiple_sole,5,very right
[question] financial_situation_change_past5years,How has your financial situation changed over the past 5 years? It ,multiple_sole,1,got much better
[question] financial_situation_change_past5years,How has your financial situation changed over the past 5 years? It ,multiple_sole,2,got somewhat better
[question] financial_situation_change_past5years,How has your financial situation changed over the past 5 years? It ,multiple_sole,3,stayed the same
[question] financial_situation_change_past5years,How has your financial situation changed over the past 5 years? It ,multiple_sole,4,got somewhat worse
[question] financial_situation_change_past5years,How has your financial situation changed over the past 5 years? It ,multiple_sole,5,got much worse
[question] international_trade_gain_or_loss,"Overall, do you think this country gains or loses from trade with other nations? It ",multiple_sole,1,gains a lot
[question] international_trade_gain_or_loss,"Overall, do you think this country gains or loses from trade with other nations? It ",multiple_sole,2,gains a little
[question] international_trade_gain_or_loss,"Overall, do you think this country gains or loses from trade with other nations? It ",multiple_sole,3,neither gains nor loses
[question] international_trade_gain_or_loss,"Overall, do you think this country gains or loses from trade with other nations? It ",multiple_sole,4,loses a little
[question] international_trade_gain_or_loss,"Overall, do you think this country gains or loses from trade with other nations? It ",multiple_sole,5,loses a lot
[question] country_comes_first,"Overall, do you agree or disagree with the following statement: My country comes first.",multiple_sole,1,Strongly agree
[question] country_comes_first,"Overall, do you agree or disagree with the following statement: My country comes first.",multiple_sole,2,Somewhat agree
[question] country_comes_first,"Overall, do you agree or disagree with the following statement: My country comes first.",multiple_sole,3,Neither agree nor disagree
[question] country_comes_first,"Overall, do you agree or disagree with the following statement: My country comes first.",multiple_sole,4,Somewhat disagree
[question] country_comes_first,"Overall, do you agree or disagree with the following statement: My country comes first.",multiple_sole,5,Strongly disagree
[question] improving_life_by_hardwork,"Do you agree or disagree with with the following statement: If I work hard, I can improve my life.",multiple_sole,1,Strongly agree
[question] improving_life_by_hardwork,"Do you agree or disagree with with the following statement: If I work hard, I can improve my life.",multiple_sole,2,Somewhat agree
[question] improving_life_by_hardwork,"Do you agree or disagree with with the following statement: If I work hard, I can improve my life.",multiple_sole,3,Neither agree nor disagree
[question] improving_life_by_hardwork,"Do you agree or disagree with with the following statement: If I work hard, I can improve my life.",multiple_sole,4,Somewhat disagree
[question] improving_life_by_hardwork,"Do you agree or disagree with with the following statement: If I work hard, I can improve my life.",multiple_sole,5,Strongly disagree
[question] conspiracy,"Do you agree or disagree with the following statement: In this country, the system is stacked against people like me.",multiple_sole,1,Strongly agree
[question] conspiracy,"Do you agree or disagree with the following statement: In this country, the system is stacked against people like me.",multiple_sole,2,Somewhat agree
[question] conspiracy,"Do you agree or disagree with the following statement: In this country, the system is stacked against people like me.",multiple_sole,3,Neither agree nor disagree
[question] conspiracy,"Do you agree or disagree with the following statement: In this country, the system is stacked against people like me.",multiple_sole,4,Somewhat disagree
[question] conspiracy,"Do you agree or disagree with the following statement: In this country, the system is stacked against people like me.",multiple_sole,5,Strongly disagree
[question] government_controlled_by_elite,Do you agree or disagree with the following statement: Government is controlled by the rich elite.,multiple_sole,1,Strongly agree
[question] government_controlled_by_elite,Do you agree or disagree with the following statement: Government is controlled by the rich elite.,multiple_sole,2,Somewhat agree
[question] government_controlled_by_elite,Do you agree or disagree with the following statement: Government is controlled by the rich elite.,multiple_sole,3,Neither agree nor disagree
[question] government_controlled_by_elite,Do you agree or disagree with the following statement: Government is controlled by the rich elite.,multiple_sole,4,Somewhat disagree
[question] government_controlled_by_elite,Do you agree or disagree with the following statement: Government is controlled by the rich elite.,multiple_sole,5,Strongly disagree
[question] trust_in_own_judgment,Do you agree or disagree with the following statement: I'd rather trust my own judgement than the opinion of experts.,multiple_sole,1,Strongly agree
[question] trust_in_own_judgment,Do you agree or disagree with the following statement: I'd rather trust my own judgement than the opinion of experts.,multiple_sole,2,Somewhat agree
[question] trust_in_own_judgment,Do you agree or disagree with the following statement: I'd rather trust my own judgement than the opinion of experts.,multiple_sole,3,Neither agree nor disagree
[question] trust_in_own_judgment,Do you agree or disagree with the following statement: I'd rather trust my own judgement than the opinion of experts.,multiple_sole,4,Somewhat disagree
[question] trust_in_own_judgment,Do you agree or disagree with the following statement: I'd rather trust my own judgement than the opinion of experts.,multiple_sole,5,Strongly disagree
[question] perceived_effect_of_diversity,"Overall, how do you think having people of diverse ethnic / religious / racial backgrounds affects this country?",multiple_sole,1,Very positively
[question] perceived_effect_of_diversity,"Overall, how do you think having people of diverse ethnic / religious / racial backgrounds affects this country?",multiple_sole,2,Somewhat positively
[question] perceived_effect_of_diversity,"Overall, how do you think having people of diverse ethnic / religious / racial backgrounds affects this country?",multiple_sole,3,Neither positively nor negatively
[question] perceived_effect_of_diversity,"Overall, how do you think having people of diverse ethnic / religious / racial backgrounds affects this country?",multiple_sole,4,Somewhat negatively
[question] perceived_effect_of_diversity,"Overall, how do you think having people of diverse ethnic / religious / racial backgrounds affects this country?",multiple_sole,5,Very negatively
[question] gender_discrimination_importance,"Do you think that discrimination against women, minorities and the lesbian, gay, bisexual, transgender and queer (LGBTQ) population is an important issue?",multiple_sole,1,"Yes, very"
[question] gender_discrimination_importance,"Do you think that discrimination against women, minorities and the lesbian, gay, bisexual, transgender and queer (LGBTQ) population is an important issue?",multiple_sole,2,"Yes, somewhat"
[question] gender_discrimination_importance,"Do you think that discrimination against women, minorities and the lesbian, gay, bisexual, transgender and queer (LGBTQ) population is an important issue?",multiple_sole,3,"No, not really"
[question] gender_discrimination_importance,"Do you think that discrimination against women, minorities and the lesbian, gay, bisexual, transgender and queer (LGBTQ) population is an important issue?",multiple_sole,4,"No, not at all"
[question] family_friends_highereducation,How many of your close friends and family have been or are in higher education (college / university)?,multiple_sole,1,All of them
[question] family_friends_highereducation,How many of your close friends and family have been or are in higher education (college / university)?,multiple_sole,2,Most of them
[question] family_friends_highereducation,How many of your close friends and family have been or are in higher education (college / university)?,multiple_sole,3,About half
[question] family_friends_highereducation,How many of your close friends and family have been or are in higher education (college / university)?,multiple_sole,4,Less than half
[question] family_friends_highereducation,How many of your close friends and family have been or are in higher education (college / university)?,multiple_sole,5,Only a few
[question] family_friends_highereducation,How many of your close friends and family have been or are in higher education (college / university)?,multiple_sole,6,None
[question] family_friends_highereducation,How many of your close friends and family have been or are in higher education (college / university)?,multiple_sole,7,Don't know
[question] worldview,Which of the following statements do you agree with the most?,multiple_sole,1,"Our lives are threatened by terrorists, criminals, and immigrants and our priority should be to protect ourselves."
[question] worldview,Which of the following statements do you agree with the most?,multiple_sole,2,"It's a big, beautiful world, mostly full of good people, and we must find a way to embrace each other and not allow ourselves to become isolated."
[question] vote_referendum,How did you vote in the referendum to stay in or leave the European Union?,multiple_sole,1,For the UK to leave the EU
[question] vote_referendum,How did you vote in the referendum to stay in or leave the European Union?,multiple_sole,2,For the UK to stay in the EU
[question] vote_referendum,How did you vote in the referendum to stay in or leave the European Union?,multiple_sole,3,I did not vote
[question] vote_for_in_us_election,Whom did you vote for in the US general presidential election?,multiple_sole,1,Donald Trump
[question] vote_for_in_us_election,Whom did you vote for in the US general presidential election?,multiple_sole,2,Hillary Clinton
[question] vote_for_in_us_election,Whom did you vote for in the US general presidential election?,multiple_sole,3,Other candidate
[question] vote_for_in_us_election,Whom did you vote for in the US general presidential election?,multiple_sole,4,I did not vote
